startdate,sampno,Analytical Analysis Code,Analysis Name,Testing Result,Lot Number,Group Major,Pin,Stockroom,Composite Number,Pallet Number,Bag Count on Pallet
31:15.0,BJ63802,LISTERIA,Listeria,Negative,FL24135A1,,100245-CS055,FL,C003,14,521-560
32:46.0,BJ63802,SALMONELLA_375,Salmonella,Negative,FL24135A1,,100245-CS055,FL,C003,14,521-560
12:32.0,BJ63803,FAT_PWDR,Fat by Alkaline Hydrolysis,2.667,FL24135A1,,100245-CS055,FL,C003,15,561-600
29:31.0,BJ63803,APPEARANCE,Appearance,Pass,FL24135A1,,100245-CS055,FL,C003,15,561-600
29:31.0,BJ63803,BULK_DENSITY,Bulk Density,0.31,FL24135A1,,100245-CS055,FL,C003,15,561-600
29:31.0,BJ63803,COLOR_MUNSELL,Munsell Color,1,FL24135A1,,100245-CS055,FL,C003,15,561-600
29:31.0,BJ63803,DISPERSIBILITY_OPTIMUM,Dispersibility/Solubility,Pass,FL24135A1,,100245-CS055,FL,C003,15,561-600
29:31.0,BJ63803,MIXABILITY_WPI90,Mixability for WPI90,Pass,FL24135A1,,100245-CS055,FL,C003,15,561-600
29:31.0,BJ63803,PEROXIDE,Peroxide,0,FL24135A1,,100245-CS055,FL,C003,15,561-600
29:31.0,BJ63803,PH,pH,6.14,FL24135A1,,100245-CS055,FL,C003,15,561-600
29:31.0,BJ63803,SCORCHED_PARTICLE,Scorched Particle,<7.5,FL24135A1,,100245-CS055,FL,C003,15,561-600
06:04.0,BJ63803,APC,Aerobic Plate Count,2500,FL24135A1,,100245-CS055,FL,C003,15,561-600
58:32.0,BJ63803,PROT_DB_LECO,Dry Basis LECO Protein,90.14,FL24135A1,,100245-CS055,FL,C003,15,561-600
50:06.0,BJ63803,B_CEREUS,Bacillus cereus,10,FL24135A1,,100245-CS055,FL,C003,15,561-600
44:07.0,BJ63803,SODIUM,Sodium (mg/100g),150,FL24135A1,,100245-CS055,FL,C003,15,561-600
52:44.0,BJ63803,STAPH_USP,Staphylococcus  aureus,Negative,FL24135A1,,100245-CS055,FL,C003,15,561-600
11:21.0,BJ63803,COLIFORM,Coliforms,<10,FL24135A1,,100245-CS055,FL,C003,15,561-600
11:21.0,BJ63803,E_COLI,Escherichia coli,<10,FL24135A1,,100245-CS055,FL,C003,15,561-600
11:21.0,BJ63803,FLAVOR,Flavor,Pass,FL24135A1,,100245-CS055,FL,C003,15,561-600
11:21.0,BJ63803,FLAVOR_FD,Flavor,5,FL24135A1,,100245-CS055,FL,C003,15,561-600
11:00.0,BJ63803,MOLD,Mold,10,FL24135A1,,100245-CS055,FL,C003,15,561-600
11:21.0,BJ63803,ODOR,Odor,Pass,FL24135A1,,100245-CS055,FL,C003,15,561-600
11:21.0,BJ63803,STAPH,Staphylococcus aureus,<10,FL24135A1,,100245-CS055,FL,C003,15,561-600
11:00.0,BJ63803,YEAST,Yeast,10,FL24135A1,,100245-CS055,FL,C003,15,561-600
31:15.0,BJ63803,LISTERIA,Listeria,Negative,FL24135A1,,100245-CS055,FL,C003,15,561-600
32:46.0,BJ63803,SALMONELLA_375,Salmonella,Negative,FL24135A1,,100245-CS055,FL,C003,15,561-600
12:32.0,BJ63804,FAT_PWDR,Fat by Alkaline Hydrolysis,2.667,FL24135A1,,100245-CS055,FL,C004,16,601-640
29:31.0,BJ63804,APPEARANCE,Appearance,Pass,FL24135A1,,100245-CS055,FL,C004,16,601-640
29:31.0,BJ63804,BULK_DENSITY,Bulk Density,0.31,FL24135A1,,100245-CS055,FL,C004,16,601-640
29:31.0,BJ63804,COLOR_MUNSELL,Munsell Color,1,FL24135A1,,100245-CS055,FL,C004,16,601-640
29:31.0,BJ63804,DISPERSIBILITY_OPTIMUM,Dispersibility/Solubility,Pass,FL24135A1,,100245-CS055,FL,C004,16,601-640
29:31.0,BJ63804,MIXABILITY_WPI90,Mixability for WPI90,Pass,FL24135A1,,100245-CS055,FL,C004,16,601-640
29:31.0,BJ63804,PEROXIDE,Peroxide,0,FL24135A1,,100245-CS055,FL,C004,16,601-640
29:31.0,BJ63804,PH,pH,6.14,FL24135A1,,100245-CS055,FL,C004,16,601-640
29:31.0,BJ63804,SCORCHED_PARTICLE,Scorched Particle,<7.5,FL24135A1,,100245-CS055,FL,C004,16,601-640
06:04.0,BJ63804,APC,Aerobic Plate Count,2500,FL24135A1,,100245-CS055,FL,C004,16,601-640
10:02.0,BJ63804,PROT_DB_LECO,Dry Basis LECO Protein,90.945,FL24135A1,,100245-CS055,FL,C004,16,601-640
50:06.0,BJ63804,B_CEREUS,Bacillus cereus,10,FL24135A1,,100245-CS055,FL,C004,16,601-640
44:07.0,BJ63804,SODIUM,Sodium (mg/100g),150,FL24135A1,,100245-CS055,FL,C004,16,601-640
52:44.0,BJ63804,STAPH_USP,Staphylococcus  aureus,Negative,FL24135A1,,100245-CS055,FL,C004,16,601-640
11:21.0,BJ63804,COLIFORM,Coliforms,<10,FL24135A1,,100245-CS055,FL,C004,16,601-640
11:21.0,BJ63804,E_COLI,Escherichia coli,<10,FL24135A1,,100245-CS055,FL,C004,16,601-640
11:21.0,BJ63804,FLAVOR,Flavor,Pass,FL24135A1,,100245-CS055,FL,C004,16,601-640
11:21.0,BJ63804,FLAVOR_FD,Flavor,5,FL24135A1,,100245-CS055,FL,C004,16,601-640
11:00.0,BJ63804,MOLD,Mold,10,FL24135A1,,100245-CS055,FL,C004,16,601-640
11:21.0,BJ63804,ODOR,Odor,Pass,FL24135A1,,100245-CS055,FL,C004,16,601-640
11:21.0,BJ63804,STAPH,Staphylococcus aureus,<10,FL24135A1,,100245-CS055,FL,C004,16,601-640
11:00.0,BJ63804,YEAST,Yeast,10,FL24135A1,,100245-CS055,FL,C004,16,601-640
31:15.0,BJ63804,LISTERIA,Listeria,Negative,FL24135A1,,100245-CS055,FL,C004,16,601-640
32:46.0,BJ63804,SALMONELLA_375,Salmonella,Negative,FL24135A1,,100245-CS055,FL,C004,16,601-640
12:32.0,BJ63805,FAT_PWDR,Fat by Alkaline Hydrolysis,2.667,FL24135A1,,100245-CS055,FL,C004,17,641-680
29:31.0,BJ63805,APPEARANCE,Appearance,Pass,FL24135A1,,100245-CS055,FL,C004,17,641-680
29:31.0,BJ63805,BULK_DENSITY,Bulk Density,0.31,FL24135A1,,100245-CS055,FL,C004,17,641-680
29:31.0,BJ63805,COLOR_MUNSELL,Munsell Color,1,FL24135A1,,100245-CS055,FL,C004,17,641-680
29:31.0,BJ63805,DISPERSIBILITY_OPTIMUM,Dispersibility/Solubility,Pass,FL24135A1,,100245-CS055,FL,C004,17,641-680
29:31.0,BJ63805,MIXABILITY_WPI90,Mixability for WPI90,Pass,FL24135A1,,100245-CS055,FL,C004,17,641-680
29:31.0,BJ63805,PEROXIDE,Peroxide,0,FL24135A1,,100245-CS055,FL,C004,17,641-680
29:31.0,BJ63805,PH,pH,6.14,FL24135A1,,100245-CS055,FL,C004,17,641-680
29:31.0,BJ63805,SCORCHED_PARTICLE,Scorched Particle,<7.5,FL24135A1,,100245-CS055,FL,C004,17,641-680
06:05.0,BJ63805,APC,Aerobic Plate Count,2500,FL24135A1,,100245-CS055,FL,C004,17,641-680
10:02.0,BJ63805,PROT_DB_LECO,Dry Basis LECO Protein,90.945,FL24135A1,,100245-CS055,FL,C004,17,641-680
50:06.0,BJ63805,B_CEREUS,Bacillus cereus,10,FL24135A1,,100245-CS055,FL,C004,17,641-680
44:07.0,BJ63805,SODIUM,Sodium (mg/100g),150,FL24135A1,,100245-CS055,FL,C004,17,641-680
52:44.0,BJ63805,STAPH_USP,Staphylococcus  aureus,Negative,FL24135A1,,100245-CS055,FL,C004,17,641-680
11:21.0,BJ63805,COLIFORM,Coliforms,<10,FL24135A1,,100245-CS055,FL,C004,17,641-680
11:21.0,BJ63805,E_COLI,Escherichia coli,<10,FL24135A1,,100245-CS055,FL,C004,17,641-680
11:21.0,BJ63805,FLAVOR,Flavor,Pass,FL24135A1,,100245-CS055,FL,C004,17,641-680
11:21.0,BJ63805,FLAVOR_FD,Flavor,5,FL24135A1,,100245-CS055,FL,C004,17,641-680
11:00.0,BJ63805,MOLD,Mold,10,FL24135A1,,100245-CS055,FL,C004,17,641-680
11:21.0,BJ63805,ODOR,Odor,Pass,FL24135A1,,100245-CS055,FL,C004,17,641-680
11:21.0,BJ63805,STAPH,Staphylococcus aureus,<10,FL24135A1,,100245-CS055,FL,C004,17,641-680
11:00.0,BJ63805,YEAST,Yeast,10,FL24135A1,,100245-CS055,FL,C004,17,641-680
31:15.0,BJ63805,LISTERIA,Listeria,Negative,FL24135A1,,100245-CS055,FL,C004,17,641-680
32:46.0,BJ63805,SALMONELLA_375,Salmonella,Negative,FL24135A1,,100245-CS055,FL,C004,17,641-680
12:32.0,BJ63806,FAT_PWDR,Fat by Alkaline Hydrolysis,2.667,FL24135A1,,100245-CS055,FL,C004,18,681-720
29:31.0,BJ63806,APPEARANCE,Appearance,Pass,FL24135A1,,100245-CS055,FL,C004,18,681-720
29:31.0,BJ63806,BULK_DENSITY,Bulk Density,0.31,FL24135A1,,100245-CS055,FL,C004,18,681-720
29:31.0,BJ63806,COLOR_MUNSELL,Munsell Color,1,FL24135A1,,100245-CS055,FL,C004,18,681-720
29:31.0,BJ63806,DISPERSIBILITY_OPTIMUM,Dispersibility/Solubility,Pass,FL24135A1,,100245-CS055,FL,C004,18,681-720
29:31.0,BJ63806,MIXABILITY_WPI90,Mixability for WPI90,Pass,FL24135A1,,100245-CS055,FL,C004,18,681-720
29:31.0,BJ63806,PEROXIDE,Peroxide,0,FL24135A1,,100245-CS055,FL,C004,18,681-720
29:31.0,BJ63806,PH,pH,6.14,FL24135A1,,100245-CS055,FL,C004,18,681-720
29:31.0,BJ63806,SCORCHED_PARTICLE,Scorched Particle,<7.5,FL24135A1,,100245-CS055,FL,C004,18,681-720
06:05.0,BJ63806,APC,Aerobic Plate Count,2500,FL24135A1,,100245-CS055,FL,C004,18,681-720
10:02.0,BJ63806,PROT_DB_LECO,Dry Basis LECO Protein,90.945,FL24135A1,,100245-CS055,FL,C004,18,681-720
50:06.0,BJ63806,B_CEREUS,Bacillus cereus,10,FL24135A1,,100245-CS055,FL,C004,18,681-720
44:07.0,BJ63806,SODIUM,Sodium (mg/100g),150,FL24135A1,,100245-CS055,FL,C004,18,681-720
52:44.0,BJ63806,STAPH_USP,Staphylococcus  aureus,Negative,FL24135A1,,100245-CS055,FL,C004,18,681-720
11:21.0,BJ63806,COLIFORM,Coliforms,<10,FL24135A1,,100245-CS055,FL,C004,18,681-720
11:21.0,BJ63806,E_COLI,Escherichia coli,<10,FL24135A1,,100245-CS055,FL,C004,18,681-720
11:21.0,BJ63806,FLAVOR,Flavor,Pass,FL24135A1,,100245-CS055,FL,C004,18,681-720
11:21.0,BJ63806,FLAVOR_FD,Flavor,5,FL24135A1,,100245-CS055,FL,C004,18,681-720
11:00.0,BJ63806,MOLD,Mold,10,FL24135A1,,100245-CS055,FL,C004,18,681-720
11:21.0,BJ63806,ODOR,Odor,Pass,FL24135A1,,100245-CS055,FL,C004,18,681-720
11:21.0,BJ63806,STAPH,Staphylococcus aureus,<10,FL24135A1,,100245-CS055,FL,C004,18,681-720
11:00.0,BJ63806,YEAST,Yeast,10,FL24135A1,,100245-CS055,FL,C004,18,681-720
31:15.0,BJ63806,LISTERIA,Listeria,Negative,FL24135A1,,100245-CS055,FL,C004,18,681-720
32:46.0,BJ63806,SALMONELLA_375,Salmonella,Negative,FL24135A1,,100245-CS055,FL,C004,18,681-720
12:32.0,BJ63807,FAT_PWDR,Fat by Alkaline Hydrolysis,2.667,FL24135A1,,100245-CS055,FL,C004,19,721-760
29:31.0,BJ63807,APPEARANCE,Appearance,Pass,FL24135A1,,100245-CS055,FL,C004,19,721-760
29:31.0,BJ63807,BULK_DENSITY,Bulk Density,0.31,FL24135A1,,100245-CS055,FL,C004,19,721-760
29:31.0,BJ63807,COLOR_MUNSELL,Munsell Color,1,FL24135A1,,100245-CS055,FL,C004,19,721-760
29:31.0,BJ63807,DISPERSIBILITY_OPTIMUM,Dispersibility/Solubility,Pass,FL24135A1,,100245-CS055,FL,C004,19,721-760
29:31.0,BJ63807,MIXABILITY_WPI90,Mixability for WPI90,Pass,FL24135A1,,100245-CS055,FL,C004,19,721-760
29:31.0,BJ63807,PEROXIDE,Peroxide,0,FL24135A1,,100245-CS055,FL,C004,19,721-760
29:31.0,BJ63807,PH,pH,6.14,FL24135A1,,100245-CS055,FL,C004,19,721-760
29:31.0,BJ63807,SCORCHED_PARTICLE,Scorched Particle,<7.5,FL24135A1,,100245-CS055,FL,C004,19,721-760
06:05.0,BJ63807,APC,Aerobic Plate Count,2500,FL24135A1,,100245-CS055,FL,C004,19,721-760
10:02.0,BJ63807,PROT_DB_LECO,Dry Basis LECO Protein,90.945,FL24135A1,,100245-CS055,FL,C004,19,721-760
50:06.0,BJ63807,B_CEREUS,Bacillus cereus,10,FL24135A1,,100245-CS055,FL,C004,19,721-760
44:07.0,BJ63807,SODIUM,Sodium (mg/100g),150,FL24135A1,,100245-CS055,FL,C004,19,721-760
52:44.0,BJ63807,STAPH_USP,Staphylococcus  aureus,Negative,FL24135A1,,100245-CS055,FL,C004,19,721-760
11:21.0,BJ63807,COLIFORM,Coliforms,<10,FL24135A1,,100245-CS055,FL,C004,19,721-760
11:21.0,BJ63807,E_COLI,Escherichia coli,<10,FL24135A1,,100245-CS055,FL,C004,19,721-760
11:21.0,BJ63807,FLAVOR,Flavor,Pass,FL24135A1,,100245-CS055,FL,C004,19,721-760
11:21.0,BJ63807,FLAVOR_FD,Flavor,5,FL24135A1,,100245-CS055,FL,C004,19,721-760
11:00.0,BJ63807,MOLD,Mold,10,FL24135A1,,100245-CS055,FL,C004,19,721-760
11:21.0,BJ63807,ODOR,Odor,Pass,FL24135A1,,100245-CS055,FL,C004,19,721-760
11:21.0,BJ63807,STAPH,Staphylococcus aureus,<10,FL24135A1,,100245-CS055,FL,C004,19,721-760
11:00.0,BJ63807,YEAST,Yeast,10,FL24135A1,,100245-CS055,FL,C004,19,721-760
31:15.0,BJ63807,LISTERIA,Listeria,Negative,FL24135A1,,100245-CS055,FL,C004,19,721-760
32:46.0,BJ63807,SALMONELLA_375,Salmonella,Negative,FL24135A1,,100245-CS055,FL,C004,19,721-760
12:32.0,BJ63808,FAT_PWDR,Fat by Alkaline Hydrolysis,2.667,FL24135A1,,100245-CS055,FL,C004,20,761-800
29:31.0,BJ63808,APPEARANCE,Appearance,Pass,FL24135A1,,100245-CS055,FL,C004,20,761-800
29:31.0,BJ63808,BULK_DENSITY,Bulk Density,0.31,FL24135A1,,100245-CS055,FL,C004,20,761-800
29:31.0,BJ63808,COLOR_MUNSELL,Munsell Color,1,FL24135A1,,100245-CS055,FL,C004,20,761-800
29:31.0,BJ63808,DISPERSIBILITY_OPTIMUM,Dispersibility/Solubility,Pass,FL24135A1,,100245-CS055,FL,C004,20,761-800
29:31.0,BJ63808,MIXABILITY_WPI90,Mixability for WPI90,Pass,FL24135A1,,100245-CS055,FL,C004,20,761-800
29:31.0,BJ63808,PEROXIDE,Peroxide,0,FL24135A1,,100245-CS055,FL,C004,20,761-800
29:31.0,BJ63808,PH,pH,6.14,FL24135A1,,100245-CS055,FL,C004,20,761-800
29:31.0,BJ63808,SCORCHED_PARTICLE,Scorched Particle,<7.5,FL24135A1,,100245-CS055,FL,C004,20,761-800
06:06.0,BJ63808,APC,Aerobic Plate Count,2500,FL24135A1,,100245-CS055,FL,C004,20,761-800
10:02.0,BJ63808,PROT_DB_LECO,Dry Basis LECO Protein,90.945,FL24135A1,,100245-CS055,FL,C004,20,761-800
50:06.0,BJ63808,B_CEREUS,Bacillus cereus,10,FL24135A1,,100245-CS055,FL,C004,20,761-800
44:07.0,BJ63808,SODIUM,Sodium (mg/100g),150,FL24135A1,,100245-CS055,FL,C004,20,761-800
52:44.0,BJ63808,STAPH_USP,Staphylococcus  aureus,Negative,FL24135A1,,100245-CS055,FL,C004,20,761-800
11:21.0,BJ63808,COLIFORM,Coliforms,<10,FL24135A1,,100245-CS055,FL,C004,20,761-800
11:21.0,BJ63808,E_COLI,Escherichia coli,<10,FL24135A1,,100245-CS055,FL,C004,20,761-800
11:21.0,BJ63808,FLAVOR,Flavor,Pass,FL24135A1,,100245-CS055,FL,C004,20,761-800
11:21.0,BJ63808,FLAVOR_FD,Flavor,5,FL24135A1,,100245-CS055,FL,C004,20,761-800
11:00.0,BJ63808,MOLD,Mold,10,FL24135A1,,100245-CS055,FL,C004,20,761-800
11:21.0,BJ63808,ODOR,Odor,Pass,FL24135A1,,100245-CS055,FL,C004,20,761-800
11:21.0,BJ63808,STAPH,Staphylococcus aureus,<10,FL24135A1,,100245-CS055,FL,C004,20,761-800
11:00.0,BJ63808,YEAST,Yeast,10,FL24135A1,,100245-CS055,FL,C004,20,761-800
31:15.0,BJ63808,LISTERIA,Listeria,Negative,FL24135A1,,100245-CS055,FL,C004,20,761-800
32:46.0,BJ63808,SALMONELLA_375,Salmonella,Negative,FL24135A1,,100245-CS055,FL,C004,20,761-800
12:32.0,BJ63809,FAT_PWDR,Fat by Alkaline Hydrolysis,2.667,FL24135A1,,100245-CS055,FL,C005,21,801-840
29:31.0,BJ63809,APPEARANCE,Appearance,Pass,FL24135A1,,100245-CS055,FL,C005,21,801-840
29:31.0,BJ63809,BULK_DENSITY,Bulk Density,0.31,FL24135A1,,100245-CS055,FL,C005,21,801-840
29:31.0,BJ63809,COLOR_MUNSELL,Munsell Color,1,FL24135A1,,100245-CS055,FL,C005,21,801-840
29:31.0,BJ63809,DISPERSIBILITY_OPTIMUM,Dispersibility/Solubility,Pass,FL24135A1,,100245-CS055,FL,C005,21,801-840
29:31.0,BJ63809,MIXABILITY_WPI90,Mixability for WPI90,Pass,FL24135A1,,100245-CS055,FL,C005,21,801-840
29:31.0,BJ63809,PEROXIDE,Peroxide,0,FL24135A1,,100245-CS055,FL,C005,21,801-840
29:31.0,BJ63809,PH,pH,6.14,FL24135A1,,100245-CS055,FL,C005,21,801-840
29:31.0,BJ63809,SCORCHED_PARTICLE,Scorched Particle,<7.5,FL24135A1,,100245-CS055,FL,C005,21,801-840
06:06.0,BJ63809,APC,Aerobic Plate Count,2500,FL24135A1,,100245-CS055,FL,C005,21,801-840
10:02.0,BJ63809,PROT_DB_LECO,Dry Basis LECO Protein,91.146,FL24135A1,,100245-CS055,FL,C005,21,801-840
50:06.0,BJ63809,B_CEREUS,Bacillus cereus,10,FL24135A1,,100245-CS055,FL,C005,21,801-840
44:07.0,BJ63809,SODIUM,Sodium (mg/100g),150,FL24135A1,,100245-CS055,FL,C005,21,801-840
52:44.0,BJ63809,STAPH_USP,Staphylococcus  aureus,Negative,FL24135A1,,100245-CS055,FL,C005,21,801-840
11:21.0,BJ63809,COLIFORM,Coliforms,<10,FL24135A1,,100245-CS055,FL,C005,21,801-840
11:21.0,BJ63809,E_COLI,Escherichia coli,<10,FL24135A1,,100245-CS055,FL,C005,21,801-840
11:21.0,BJ63809,FLAVOR,Flavor,Pass,FL24135A1,,100245-CS055,FL,C005,21,801-840
11:21.0,BJ63809,FLAVOR_FD,Flavor,5,FL24135A1,,100245-CS055,FL,C005,21,801-840
11:00.0,BJ63809,MOLD,Mold,10,FL24135A1,,100245-CS055,FL,C005,21,801-840
11:21.0,BJ63809,ODOR,Odor,Pass,FL24135A1,,100245-CS055,FL,C005,21,801-840
11:21.0,BJ63809,STAPH,Staphylococcus aureus,<10,FL24135A1,,100245-CS055,FL,C005,21,801-840
11:00.0,BJ63809,YEAST,Yeast,10,FL24135A1,,100245-CS055,FL,C005,21,801-840
31:15.0,BJ63809,LISTERIA,Listeria,Negative,FL24135A1,,100245-CS055,FL,C005,21,801-840
32:46.0,BJ63809,SALMONELLA_375,Salmonella,Negative,FL24135A1,,100245-CS055,FL,C005,21,801-840
12:32.0,BJ63810,FAT_PWDR,Fat by Alkaline Hydrolysis,2.667,FL24135A1,,100245-CS055,FL,C005,22,841-880
29:31.0,BJ63810,APPEARANCE,Appearance,Pass,FL24135A1,,100245-CS055,FL,C005,22,841-880
29:31.0,BJ63810,BULK_DENSITY,Bulk Density,0.31,FL24135A1,,100245-CS055,FL,C005,22,841-880
29:31.0,BJ63810,COLOR_MUNSELL,Munsell Color,1,FL24135A1,,100245-CS055,FL,C005,22,841-880
29:31.0,BJ63810,DISPERSIBILITY_OPTIMUM,Dispersibility/Solubility,Pass,FL24135A1,,100245-CS055,FL,C005,22,841-880
29:31.0,BJ63810,MIXABILITY_WPI90,Mixability for WPI90,Pass,FL24135A1,,100245-CS055,FL,C005,22,841-880
29:31.0,BJ63810,PEROXIDE,Peroxide,0,FL24135A1,,100245-CS055,FL,C005,22,841-880
29:31.0,BJ63810,PH,pH,6.14,FL24135A1,,100245-CS055,FL,C005,22,841-880
29:31.0,BJ63810,SCORCHED_PARTICLE,Scorched Particle,<7.5,FL24135A1,,100245-CS055,FL,C005,22,841-880
06:06.0,BJ63810,APC,Aerobic Plate Count,2500,FL24135A1,,100245-CS055,FL,C005,22,841-880
10:02.0,BJ63810,PROT_DB_LECO,Dry Basis LECO Protein,91.146,FL24135A1,,100245-CS055,FL,C005,22,841-880
50:06.0,BJ63810,B_CEREUS,Bacillus cereus,10,FL24135A1,,100245-CS055,FL,C005,22,841-880
44:07.0,BJ63810,SODIUM,Sodium (mg/100g),150,FL24135A1,,100245-CS055,FL,C005,22,841-880
52:44.0,BJ63810,STAPH_USP,Staphylococcus  aureus,Negative,FL24135A1,,100245-CS055,FL,C005,22,841-880
11:21.0,BJ63810,COLIFORM,Coliforms,<10,FL24135A1,,100245-CS055,FL,C005,22,841-880
11:21.0,BJ63810,E_COLI,Escherichia coli,<10,FL24135A1,,100245-CS055,FL,C005,22,841-880
11:21.0,BJ63810,FLAVOR,Flavor,Pass,FL24135A1,,100245-CS055,FL,C005,22,841-880
11:21.0,BJ63810,FLAVOR_FD,Flavor,5,FL24135A1,,100245-CS055,FL,C005,22,841-880
11:00.0,BJ63810,MOLD,Mold,10,FL24135A1,,100245-CS055,FL,C005,22,841-880
11:21.0,BJ63810,ODOR,Odor,Pass,FL24135A1,,100245-CS055,FL,C005,22,841-880
11:21.0,BJ63810,STAPH,Staphylococcus aureus,<10,FL24135A1,,100245-CS055,FL,C005,22,841-880
11:00.0,BJ63810,YEAST,Yeast,10,FL24135A1,,100245-CS055,FL,C005,22,841-880
31:15.0,BJ63810,LISTERIA,Listeria,Negative,FL24135A1,,100245-CS055,FL,C005,22,841-880
32:46.0,BJ63810,SALMONELLA_375,Salmonella,Negative,FL24135A1,,100245-CS055,FL,C005,22,841-880
12:32.0,BJ63811,FAT_PWDR,Fat by Alkaline Hydrolysis,2.667,FL24135A1,,100245-CS055,FL,C005,23,881-920
29:31.0,BJ63811,APPEARANCE,Appearance,Pass,FL24135A1,,100245-CS055,FL,C005,23,881-920
29:31.0,BJ63811,BULK_DENSITY,Bulk Density,0.31,FL24135A1,,100245-CS055,FL,C005,23,881-920
29:31.0,BJ63811,COLOR_MUNSELL,Munsell Color,1,FL24135A1,,100245-CS055,FL,C005,23,881-920
29:31.0,BJ63811,DISPERSIBILITY_OPTIMUM,Dispersibility/Solubility,Pass,FL24135A1,,100245-CS055,FL,C005,23,881-920
29:31.0,BJ63811,MIXABILITY_WPI90,Mixability for WPI90,Pass,FL24135A1,,100245-CS055,FL,C005,23,881-920
29:31.0,BJ63811,PEROXIDE,Peroxide,0,FL24135A1,,100245-CS055,FL,C005,23,881-920
29:31.0,BJ63811,PH,pH,6.14,FL24135A1,,100245-CS055,FL,C005,23,881-920
29:31.0,BJ63811,SCORCHED_PARTICLE,Scorched Particle,<7.5,FL24135A1,,100245-CS055,FL,C005,23,881-920
06:06.0,BJ63811,APC,Aerobic Plate Count,2500,FL24135A1,,100245-CS055,FL,C005,23,881-920
10:02.0,BJ63811,PROT_DB_LECO,Dry Basis LECO Protein,91.146,FL24135A1,,100245-CS055,FL,C005,23,881-920
50:06.0,BJ63811,B_CEREUS,Bacillus cereus,10,FL24135A1,,100245-CS055,FL,C005,23,881-920
44:07.0,BJ63811,SODIUM,Sodium (mg/100g),150,FL24135A1,,100245-CS055,FL,C005,23,881-920
52:44.0,BJ63811,STAPH_USP,Staphylococcus  aureus,Negative,FL24135A1,,100245-CS055,FL,C005,23,881-920
11:21.0,BJ63811,COLIFORM,Coliforms,<10,FL24135A1,,100245-CS055,FL,C005,23,881-920
11:21.0,BJ63811,E_COLI,Escherichia coli,<10,FL24135A1,,100245-CS055,FL,C005,23,881-920
11:21.0,BJ63811,FLAVOR,Flavor,Pass,FL24135A1,,100245-CS055,FL,C005,23,881-920
11:21.0,BJ63811,FLAVOR_FD,Flavor,5,FL24135A1,,100245-CS055,FL,C005,23,881-920
11:00.0,BJ63811,MOLD,Mold,10,FL24135A1,,100245-CS055,FL,C005,23,881-920
11:21.0,BJ63811,ODOR,Odor,Pass,FL24135A1,,100245-CS055,FL,C005,23,881-920
11:21.0,BJ63811,STAPH,Staphylococcus aureus,<10,FL24135A1,,100245-CS055,FL,C005,23,881-920
11:00.0,BJ63811,YEAST,Yeast,10,FL24135A1,,100245-CS055,FL,C005,23,881-920
31:15.0,BJ63811,LISTERIA,Listeria,Negative,FL24135A1,,100245-CS055,FL,C005,23,881-920
32:46.0,BJ63811,SALMONELLA_375,Salmonella,Negative,FL24135A1,,100245-CS055,FL,C005,23,881-920
12:32.0,BJ63812,FAT_PWDR,Fat by Alkaline Hydrolysis,2.667,FL24135A1,,100245-CS055,FL,C005,24,921-960
29:31.0,BJ63812,APPEARANCE,Appearance,Pass,FL24135A1,,100245-CS055,FL,C005,24,921-960
29:31.0,BJ63812,BULK_DENSITY,Bulk Density,0.31,FL24135A1,,100245-CS055,FL,C005,24,921-960
29:31.0,BJ63812,COLOR_MUNSELL,Munsell Color,1,FL24135A1,,100245-CS055,FL,C005,24,921-960
29:31.0,BJ63812,DISPERSIBILITY_OPTIMUM,Dispersibility/Solubility,Pass,FL24135A1,,100245-CS055,FL,C005,24,921-960
29:31.0,BJ63812,MIXABILITY_WPI90,Mixability for WPI90,Pass,FL24135A1,,100245-CS055,FL,C005,24,921-960
29:31.0,BJ63812,PEROXIDE,Peroxide,0,FL24135A1,,100245-CS055,FL,C005,24,921-960
29:31.0,BJ63812,PH,pH,6.14,FL24135A1,,100245-CS055,FL,C005,24,921-960
29:31.0,BJ63812,SCORCHED_PARTICLE,Scorched Particle,<7.5,FL24135A1,,100245-CS055,FL,C005,24,921-960
06:07.0,BJ63812,APC,Aerobic Plate Count,2500,FL24135A1,,100245-CS055,FL,C005,24,921-960
10:02.0,BJ63812,PROT_DB_LECO,Dry Basis LECO Protein,91.146,FL24135A1,,100245-CS055,FL,C005,24,921-960
50:06.0,BJ63812,B_CEREUS,Bacillus cereus,10,FL24135A1,,100245-CS055,FL,C005,24,921-960
44:07.0,BJ63812,SODIUM,Sodium (mg/100g),150,FL24135A1,,100245-CS055,FL,C005,24,921-960
52:44.0,BJ63812,STAPH_USP,Staphylococcus  aureus,Negative,FL24135A1,,100245-CS055,FL,C005,24,921-960
11:21.0,BJ63812,COLIFORM,Coliforms,<10,FL24135A1,,100245-CS055,FL,C005,24,921-960
11:21.0,BJ63812,E_COLI,Escherichia coli,<10,FL24135A1,,100245-CS055,FL,C005,24,921-960
11:21.0,BJ63812,FLAVOR,Flavor,Pass,FL24135A1,,100245-CS055,FL,C005,24,921-960
11:21.0,BJ63812,FLAVOR_FD,Flavor,5,FL24135A1,,100245-CS055,FL,C005,24,921-960
11:00.0,BJ63812,MOLD,Mold,10,FL24135A1,,100245-CS055,FL,C005,24,921-960
